259.92251607000003,1000
222.91381897000002,2000
182.70977396999996,3000
142.41314060000002,4000
99.15632142999998,5000
57.77727902000001,6000
11.507129359999999,7000
-10.293110059999998,8000
-10.290698889999998,9000
-10.349214359999998,10000
-10.02972273,11000
-10.00462323,12000
-9.900275,13000
-10.22421579,14000
-10.004935510000001,15000
-9.79053478,16000
-10.0346963,17000
-10.34384648,18000
-10.638140950000002,19000
-10.907951610000003,20000
-10.818204810000003,21000
-10.723954340000002,22000
-10.49589125,23000
-10.403007890000001,24000
-10.377189099999999,25000
-9.96848243,26000
-9.80148914,27000
-9.16976562,28000
-8.49137931,29000
-7.85811096,30000
-6.9907584,31000
-5.828120319999999,32000
-5.828120319999999,33000
-4.355365300000001,34000
-3.20731977,35000
-1.8833785100000002,36000
-1.8833785100000002,37000
0.031029510000000107,38000
0.031029510000000107,39000
2.24038958,40000
4.17283892,41000
5.34887117,42000
7.240561590000002,43000
8.520238780000001,44000
11.40678459,45000
12.685202510000002,46000
13.999989639999999,47000
16.40677922,48000
18.01018397,49000
19.45018393,50000
22.403465389999997,51000
25.25970773,52000
27.781991649999995,53000
29.62460701,54000
33.42721762000001,55000
35.19152504000001,56000
38.13535699000001,57000
42.00398124000001,58000
41.827870090000005,59000
41.827870090000005,60000
44.30824891,61000
46.07431197000001,62000
49.05814454,63000
52.221135430000004,64000
56.72102211000001,65000
59.905572310000004,66000
62.857246200000006,67000
65.35304046,68000
68.45112235,69000
74.12615871000001,70000
76.13877925000001,71000
81.72739461,72000
83.22112099999998,73000
87.35376732999997,74000
90.35113033999998,75000
93.45182443,76000
96.58960713999998,77000
99.55228168000002,78000
103.96527524000003,79000
107.50479424999999,80000
110.55871307000001,81000
113.60026269,82000
114.96179931,83000
118.22900334,84000
124.26188118,85000
126.50363591999998,86000
129.55025261999998,87000
132.47872506,88000
135.56097348999998,89000
138.57906004999998,90000
141.96927754,91000
143.7206925,92000
145.82975843,93000
147.75262224,94000
151.40846168000002,95000
151.89623156,96000
154.96216677,97000
157.50811176000002,98000
161.63100523,99000
164.51525379999998,100000
166.51158666,101000
169.08344291,102000
167.063469,103000
166.14400508999995,104000
167.70131077,105000
173.06357615000002,106000
175.93269697,107000
177.32526527000002,108000
180.24572673000003,109000
185.68004865999998,110000
188.54878177999998,111000
189.05153211,112000
194.53751051,113000
197.16990583999998,114000
200.02284749999998,115000
200.61584373999997,116000
202.98935425999997,117000
207.59670463000003,118000
209.42543100999998,119000
212.05766837,120000
214.80282974999997,121000
219.17908780000002,122000
220.20353572,123000
222.49368246999998,124000
225.10074498999998,125000
225.33540936,126000
226.93287445999994,127000
231.12844727999996,128000
234.37023485999998,129000
234.96705119999996,130000
238.09970049999995,131000
241.31253656000004,132000
241.50118311000003,133000
241.52847816000005,134000
241.54867134000008,135000
243.75827367000002,136000
246.03757104,137000
246.26315649000003,138000
248.68753952000003,139000
250.23683436000002,140000
250.56091704,141000
249.70087387,142000
